date,metric,value,baseline,z_score,pct_change,severity,direction,reason,method,evidence
2024-04-10,Revenue,11943.43,12861.161333333333,-0.5176429177379887,-0.24192427386221327,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.194e+04, baseline=1.286e+04, z=-0.52, pct_change=-24.2%"
2024-04-17,Revenue,16081.52,12946.091999999999,1.8136338276211013,0.2881725219040723,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.608e+04, baseline=1.295e+04, z=1.81, pct_change=28.8%"
2024-04-18,Revenue,11719.16,12875.774333333335,-0.6668036493235504,-0.27126540277287225,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.172e+04, baseline=1.288e+04, z=-0.67, pct_change=-27.1%"
2024-04-19,Revenue,15737.64,12982.217333333334,1.5224419732021812,0.3428982964649343,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.574e+04, baseline=1.298e+04, z=1.52, pct_change=34.3%"
2024-04-20,Revenue,11818.28,12945.869,-0.6187709281888618,-0.24904369397190418,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.182e+04, baseline=1.295e+04, z=-0.62, pct_change=-24.9%"
2024-04-25,Revenue,17434.69,12918.173666666667,2.3188374686699444,0.5695290788901561,HIGH,UP,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=1.743e+04, baseline=1.292e+04, z=2.32, pct_change=57.0%"
2024-04-26,Revenue,14110.98,12952.665333333332,0.5910460599448444,-0.19063774578154236,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.411e+04, baseline=1.295e+04, z=0.59, pct_change=-19.1%"
2024-04-27,Revenue,11231.74,12943.942666666666,-0.8704382260614166,-0.2040425257494518,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.123e+04, baseline=1.294e+04, z=-0.87, pct_change=-20.4%"
2024-04-30,Revenue,8639.460000000001,12570.084666666666,-1.8749578853062472,-0.16698308503570913,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=8639, baseline=1.257e+04, z=-1.87, pct_change=-16.7%"
2024-05-01,Revenue,14762.88,12500.974666666667,1.1412557688635552,0.7087734650082294,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.476e+04, baseline=1.25e+04, z=1.14, pct_change=70.9%"
2024-05-04,Revenue,18861.35,12941.029333333334,2.6963207959010242,0.35150327855813646,HIGH,UP,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=1.886e+04, baseline=1.294e+04, z=2.70, pct_change=35.2%"
2024-05-05,Revenue,12505.27,12972.165,-0.21395706897006128,-0.33698966404843755,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.251e+04, baseline=1.297e+04, z=-0.21, pct_change=-33.7%"
2024-05-07,Revenue,15425.14,13031.267,1.0808079576130427,0.21680364951008801,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.543e+04, baseline=1.303e+04, z=1.08, pct_change=21.7%"
2024-05-08,Revenue,10895.78,12978.994,-0.9271029987181794,-0.2936349362145173,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.09e+04, baseline=1.298e+04, z=-0.93, pct_change=-29.4%"
2024-05-09,Revenue,12684.19,12876.636,-0.0880640738232903,0.16413785887747356,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.268e+04, baseline=1.288e+04, z=-0.09, pct_change=16.4%"
2024-05-11,Revenue,15853.64,12932.572333333334,1.28313281986753,0.45635297197738334,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.585e+04, baseline=1.293e+04, z=1.28, pct_change=45.6%"
2024-05-12,Revenue,11844.67,12951.784333333333,-0.4889254687594984,-0.25287378797550586,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.184e+04, baseline=1.295e+04, z=-0.49, pct_change=-25.3%"
2024-05-15,Revenue,13463.3,12878.275,0.25404885492868623,0.23966318154404265,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.346e+04, baseline=1.288e+04, z=0.25, pct_change=24.0%"
2024-05-17,Revenue,11564.83,12801.242,-0.5469444984893146,-0.21272417098262186,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.156e+04, baseline=1.28e+04, z=-0.55, pct_change=-21.3%"
2024-05-22,Revenue,10266.65,12898.911,-1.1502786260014601,-0.255006040991666,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.027e+04, baseline=1.29e+04, z=-1.15, pct_change=-25.5%"
2024-05-24,Revenue,14254.43,12962.521,0.5586467193998542,0.37409313938132005,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.425e+04, baseline=1.296e+04, z=0.56, pct_change=37.4%"
2024-05-25,Revenue,16416.37,12928.577,1.549217833174931,0.15166793761658637,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.642e+04, baseline=1.293e+04, z=1.55, pct_change=15.2%"
2024-06-01,Revenue,14727.96,13488.413666666665,0.6051312054432777,0.2255478491693328,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.473e+04, baseline=1.349e+04, z=0.61, pct_change=22.6%"
2024-06-04,Revenue,14123.93,13302.550333333334,0.4576554412546218,0.18240960264678896,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.412e+04, baseline=1.33e+04, z=0.46, pct_change=18.2%"
2024-06-06,Revenue,13365.47,13351.385333333334,0.007707082761320824,-0.1750468629737142,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.337e+04, baseline=1.335e+04, z=0.01, pct_change=-17.5%"
2024-06-10,Revenue,11915.21,13512.971,-0.9409197416460957,-0.1784387232273309,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.192e+04, baseline=1.351e+04, z=-0.94, pct_change=-17.8%"
2024-06-11,Revenue,14118.83,13588.776333333333,0.3170945668701164,0.18494176770698978,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.412e+04, baseline=1.359e+04, z=0.32, pct_change=18.5%"
2024-06-13,Revenue,11782.49,13723.617,-1.2119842267592527,-0.20622102274794296,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.178e+04, baseline=1.372e+04, z=-1.21, pct_change=-20.6%"
2024-06-14,Revenue,16154.89,13813.336666666668,1.4098776645113908,0.37109303721030096,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.615e+04, baseline=1.381e+04, z=1.41, pct_change=37.1%"
2024-06-18,Revenue,11653.28,14055.447333333334,-1.3336212291895853,-0.3045342347374804,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.165e+04, baseline=1.406e+04, z=-1.33, pct_change=-30.5%"
2024-06-20,Revenue,9257.98,13804.189333333334,-2.2877432230369377,-0.26814676621831535,MEDIUM,DOWN,|z| >= 2.0; |pct_change| >= 15%,RULES,"Revenue=9258, baseline=1.38e+04, z=-2.29, pct_change=-26.8%"
2024-06-21,Revenue,13280.16,13904.639666666666,-0.3330152519855144,0.4344554643669569,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.328e+04, baseline=1.39e+04, z=-0.33, pct_change=43.4%"
2024-06-23,Revenue,12012.22,13991.511666666665,-1.0965846959708554,-0.21086816707583134,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.201e+04, baseline=1.399e+04, z=-1.10, pct_change=-21.1%"
2024-06-25,Revenue,10115.02,13732.203333333333,-1.9396876946601807,-0.2512517358489448,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.012e+04, baseline=1.373e+04, z=-1.94, pct_change=-25.1%"
2024-06-28,Revenue,13693.59,13407.112666666666,0.1471631749693332,0.3178000721761096,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.369e+04, baseline=1.341e+04, z=0.15, pct_change=31.8%"
2024-06-29,Revenue,17729.82,13580.748666666665,1.983508565521318,0.294753238559063,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.773e+04, baseline=1.358e+04, z=1.98, pct_change=29.5%"
2024-06-30,Revenue,9136.99,13484.733333333334,-1.9516669229077879,-0.4846541025233194,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=9137, baseline=1.348e+04, z=-1.95, pct_change=-48.5%"
2024-07-01,Revenue,13588.69,13446.757666666668,0.06406448423910382,0.4872173440049732,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.359e+04, baseline=1.345e+04, z=0.06, pct_change=48.7%"
2024-07-03,Revenue,14149.03,13473.973333333333,0.30523870903827016,0.15125800850443372,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.415e+04, baseline=1.347e+04, z=0.31, pct_change=15.1%"
2024-07-05,Revenue,16139.88,13414.333666666667,1.2311030532554508,0.30198647182436766,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.614e+04, baseline=1.341e+04, z=1.23, pct_change=30.2%"
2024-07-07,Revenue,12560.7,13448.749333333335,-0.3940494356642259,-0.1920451760516496,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.256e+04, baseline=1.345e+04, z=-0.39, pct_change=-19.2%"
2024-07-08,Revenue,16050.06,13482.43,1.123409305482364,0.27779980415104233,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.605e+04, baseline=1.348e+04, z=1.12, pct_change=27.8%"
2024-07-09,Revenue,11738.72,13390.283,-0.7184808569904587,-0.2686183104611447,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.174e+04, baseline=1.339e+04, z=-0.72, pct_change=-26.9%"
2024-07-10,Revenue,16734.47,13550.925,1.3491680039912128,0.42557876838360587,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.673e+04, baseline=1.355e+04, z=1.35, pct_change=42.6%"
2024-07-11,Revenue,13085.75,13516.489000000001,-0.18262485573132511,-0.21803618519140433,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.309e+04, baseline=1.352e+04, z=-0.18, pct_change=-21.8%"
2024-07-13,Revenue,11346.92,13454.714333333333,-0.8941263667639379,-0.15484657605056507,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.135e+04, baseline=1.345e+04, z=-0.89, pct_change=-15.5%"
2024-07-14,Revenue,15009.09,13416.521,0.6861191521320207,0.32274573188142686,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.501e+04, baseline=1.342e+04, z=0.69, pct_change=32.3%"
2024-07-16,Revenue,8158.39,13126.198333333334,-2.0466914698133682,-0.4580828021585315,HIGH,DOWN,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=8158, baseline=1.313e+04, z=-2.05, pct_change=-45.8%"
2024-07-17,Revenue,12739.17,12992.301333333335,-0.10869153241991819,0.5614808804188081,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.274e+04, baseline=1.299e+04, z=-0.11, pct_change=56.1%"
2024-07-18,Revenue,6398.39,12817.138333333334,-2.456157312775755,-0.49773886367793185,HIGH,DOWN,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=6398, baseline=1.282e+04, z=-2.46, pct_change=-49.8%"
2024-07-19,Revenue,11370.59,12774.489666666666,-0.5345018750841194,0.7771017396563822,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.137e+04, baseline=1.277e+04, z=-0.53, pct_change=77.7%"
2024-07-20,Revenue,9214.4,12773.037000000002,-1.3538247472901166,-0.18962868241665565,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=9214, baseline=1.277e+04, z=-1.35, pct_change=-19.0%"
2024-07-21,Revenue,13560.46,12782.380333333333,0.2957418440049847,0.4716595763153324,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.356e+04, baseline=1.278e+04, z=0.30, pct_change=47.2%"
2024-07-24,Revenue,11771.61,12746.627666666667,-0.373713699203168,-0.16351505857791415,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.177e+04, baseline=1.275e+04, z=-0.37, pct_change=-16.4%"
2024-07-25,Revenue,7923.87,12673.589333333333,-1.75022624593493,-0.3268660786417491,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=7924, baseline=1.267e+04, z=-1.75, pct_change=-32.7%"
2024-07-26,Revenue,11748.94,12695.112333333333,-0.3499893982721596,0.4827275056254079,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.175e+04, baseline=1.27e+04, z=-0.35, pct_change=48.3%"
2024-07-27,Revenue,19398.76,12995.362666666666,2.185845295403833,0.6511072488241489,HIGH,UP,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=1.94e+04, baseline=1.3e+04, z=2.19, pct_change=65.1%"
2024-07-28,Revenue,14006.64,13005.797666666667,0.3412801630906255,-0.27796209654637716,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.401e+04, baseline=1.301e+04, z=0.34, pct_change=-27.8%"
2024-07-29,Revenue,11587.15,12801.041999999998,-0.4330715503588795,-0.17273878674685716,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.159e+04, baseline=1.28e+04, z=-0.43, pct_change=-17.3%"
2024-07-31,Revenue,16768.92,13020.291333333333,1.336411368696213,0.3378489641174893,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.677e+04, baseline=1.302e+04, z=1.34, pct_change=33.8%"
2024-08-01,Revenue,12023.3,13011.399333333333,-0.3519107629184102,-0.2830009326778349,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.202e+04, baseline=1.301e+04, z=-0.35, pct_change=-28.3%"
2024-08-03,Revenue,18171.13,13190.466333333334,1.6857362965186447,0.32189628306172,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.817e+04, baseline=1.319e+04, z=1.69, pct_change=32.2%"
2024-08-04,Revenue,12380.69,13065.16,-0.23565989044446212,-0.3186615251775756,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.238e+04, baseline=1.307e+04, z=-0.24, pct_change=-31.9%"
2024-08-09,Revenue,8215.62,12723.872333333333,-1.571659362542975,-0.4284320880377741,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=8216, baseline=1.272e+04, z=-1.57, pct_change=-42.8%"
2024-08-10,Revenue,13336.3,12732.223999999998,0.21048524407085306,0.6232858871272038,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.334e+04, baseline=1.273e+04, z=0.21, pct_change=62.3%"
2024-08-12,Revenue,16598.27,12903.796666666667,1.2561150582093927,0.24595734778594314,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.66e+04, baseline=1.29e+04, z=1.26, pct_change=24.6%"
2024-08-13,Revenue,8401.05,12683.528666666667,-1.4159990731490077,-0.493859902266923,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=8401, baseline=1.268e+04, z=-1.42, pct_change=-49.4%"
2024-08-14,Revenue,11107.27,12551.948333333334,-0.4810094935586226,0.3221287815213576,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.111e+04, baseline=1.255e+04, z=-0.48, pct_change=32.2%"
2024-08-16,Revenue,13041.14,12667.730666666666,0.1288412847755978,0.15103853611994467,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.304e+04, baseline=1.267e+04, z=0.13, pct_change=15.1%"
2024-08-17,Revenue,19255.88,13096.313666666665,2.1314830515269407,0.4765488293201363,HIGH,UP,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=1.926e+04, baseline=1.31e+04, z=2.13, pct_change=47.7%"
2024-08-18,Revenue,11736.4,13108.507333333335,-0.47592477088720764,-0.39050305672864605,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.174e+04, baseline=1.311e+04, z=-0.48, pct_change=-39.1%"
2024-08-20,Revenue,12191.32,13093.975333333334,-0.3169056507120694,0.2014017135119901,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.219e+04, baseline=1.309e+04, z=-0.32, pct_change=20.1%"
2024-08-21,Revenue,19913.15,13296.859333333334,2.129258952693217,0.6333875248947614,HIGH,UP,|z| >= 2.0; |pct_change| >= 30%,RULES,"Revenue=1.991e+04, baseline=1.33e+04, z=2.13, pct_change=63.3%"
2024-08-22,Revenue,11904.59,13224.588666666667,-0.4239107180539271,-0.4021744425166285,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.19e+04, baseline=1.322e+04, z=-0.42, pct_change=-40.2%"
2024-08-23,Revenue,14241.17,13306.907333333334,0.30071937677042787,0.1962755542190029,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.424e+04, baseline=1.331e+04, z=0.30, pct_change=19.6%"
2024-08-25,Revenue,11262.31,13502.505333333334,-0.7592284334738398,-0.21123666170814182,MEDIUM,DOWN,|pct_change| >= 15%,RULES,"Revenue=1.126e+04, baseline=1.35e+04, z=-0.76, pct_change=-21.1%"
2024-08-26,Revenue,18075.91,13458.410333333333,1.609894346708171,0.6049913383666405,HIGH,UP,|pct_change| >= 30%,RULES,"Revenue=1.808e+04, baseline=1.346e+04, z=1.61, pct_change=60.5%"
2024-08-27,Revenue,14588.69,13477.812,0.38652685803927245,-0.19292085433043205,MEDIUM,UP,|pct_change| >= 15%,RULES,"Revenue=1.459e+04, baseline=1.348e+04, z=0.39, pct_change=-19.3%"
2024-08-29,Revenue,10295.43,13552.84,-1.1054946934005134,-0.35960949940286624,HIGH,DOWN,|pct_change| >= 30%,RULES,"Revenue=1.03e+04, baseline=1.355e+04, z=-1.11, pct_change=-36.0%"
